Sample	command
SRR1946300_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946300_fastp.html -j fastp_output/SRR1946300_pe_fastp.json -i SRR1946300_1.fastq.gz -I SRR1946300_2.fastq.gz -o trimmed_reads/SRR1946300_1_trim.fastq.gz -O trimmed_reads/SRR1946300_2_trim.fastq.gz 
SRR1946301_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946301_fastp.html -j fastp_output/SRR1946301_pe_fastp.json -i SRR1946301_1.fastq.gz -I SRR1946301_2.fastq.gz -o trimmed_reads/SRR1946301_1_trim.fastq.gz -O trimmed_reads/SRR1946301_2_trim.fastq.gz 
SRR1946302_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946302_fastp.html -j fastp_output/SRR1946302_pe_fastp.json -i SRR1946302_1.fastq.gz -I SRR1946302_2.fastq.gz -o trimmed_reads/SRR1946302_1_trim.fastq.gz -O trimmed_reads/SRR1946302_2_trim.fastq.gz 
SRR1946303_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946303_fastp.html -j fastp_output/SRR1946303_pe_fastp.json -i SRR1946303_1.fastq.gz -I SRR1946303_2.fastq.gz -o trimmed_reads/SRR1946303_1_trim.fastq.gz -O trimmed_reads/SRR1946303_2_trim.fastq.gz 
SRR1946304_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946304_fastp.html -j fastp_output/SRR1946304_pe_fastp.json -i SRR1946304_1.fastq.gz -I SRR1946304_2.fastq.gz -o trimmed_reads/SRR1946304_1_trim.fastq.gz -O trimmed_reads/SRR1946304_2_trim.fastq.gz 
SRR1946305_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946305_fastp.html -j fastp_output/SRR1946305_pe_fastp.json -i SRR1946305_1.fastq.gz -I SRR1946305_2.fastq.gz -o trimmed_reads/SRR1946305_1_trim.fastq.gz -O trimmed_reads/SRR1946305_2_trim.fastq.gz 
SRR1946306_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946306_fastp.html -j fastp_output/SRR1946306_pe_fastp.json -i SRR1946306_1.fastq.gz -I SRR1946306_2.fastq.gz -o trimmed_reads/SRR1946306_1_trim.fastq.gz -O trimmed_reads/SRR1946306_2_trim.fastq.gz 
SRR1946307_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946307_fastp.html -j fastp_output/SRR1946307_pe_fastp.json -i SRR1946307_1.fastq.gz -I SRR1946307_2.fastq.gz -o trimmed_reads/SRR1946307_1_trim.fastq.gz -O trimmed_reads/SRR1946307_2_trim.fastq.gz 
SRR1946308_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946308_fastp.html -j fastp_output/SRR1946308_pe_fastp.json -i SRR1946308_1.fastq.gz -I SRR1946308_2.fastq.gz -o trimmed_reads/SRR1946308_1_trim.fastq.gz -O trimmed_reads/SRR1946308_2_trim.fastq.gz 
SRR1946309_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946309_fastp.html -j fastp_output/SRR1946309_pe_fastp.json -i SRR1946309_1.fastq.gz -I SRR1946309_2.fastq.gz -o trimmed_reads/SRR1946309_1_trim.fastq.gz -O trimmed_reads/SRR1946309_2_trim.fastq.gz 
SRR1946310_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946310_fastp.html -j fastp_output/SRR1946310_pe_fastp.json -i SRR1946310_1.fastq.gz -I SRR1946310_2.fastq.gz -o trimmed_reads/SRR1946310_1_trim.fastq.gz -O trimmed_reads/SRR1946310_2_trim.fastq.gz 
SRR1946311_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946311_fastp.html -j fastp_output/SRR1946311_pe_fastp.json -i SRR1946311_1.fastq.gz -I SRR1946311_2.fastq.gz -o trimmed_reads/SRR1946311_1_trim.fastq.gz -O trimmed_reads/SRR1946311_2_trim.fastq.gz 
SRR1946312_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946312_fastp.html -j fastp_output/SRR1946312_pe_fastp.json -i SRR1946312_1.fastq.gz -I SRR1946312_2.fastq.gz -o trimmed_reads/SRR1946312_1_trim.fastq.gz -O trimmed_reads/SRR1946312_2_trim.fastq.gz 
SRR1946313_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946313_fastp.html -j fastp_output/SRR1946313_pe_fastp.json -i SRR1946313_1.fastq.gz -I SRR1946313_2.fastq.gz -o trimmed_reads/SRR1946313_1_trim.fastq.gz -O trimmed_reads/SRR1946313_2_trim.fastq.gz 
SRR1946314_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946314_fastp.html -j fastp_output/SRR1946314_pe_fastp.json -i SRR1946314_1.fastq.gz -I SRR1946314_2.fastq.gz -o trimmed_reads/SRR1946314_1_trim.fastq.gz -O trimmed_reads/SRR1946314_2_trim.fastq.gz 
SRR1946315_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946315_fastp.html -j fastp_output/SRR1946315_pe_fastp.json -i SRR1946315_1.fastq.gz -I SRR1946315_2.fastq.gz -o trimmed_reads/SRR1946315_1_trim.fastq.gz -O trimmed_reads/SRR1946315_2_trim.fastq.gz 
SRR1946316_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946316_fastp.html -j fastp_output/SRR1946316_pe_fastp.json -i SRR1946316_1.fastq.gz -I SRR1946316_2.fastq.gz -o trimmed_reads/SRR1946316_1_trim.fastq.gz -O trimmed_reads/SRR1946316_2_trim.fastq.gz 
SRR1946317_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946317_fastp.html -j fastp_output/SRR1946317_pe_fastp.json -i SRR1946317_1.fastq.gz -I SRR1946317_2.fastq.gz -o trimmed_reads/SRR1946317_1_trim.fastq.gz -O trimmed_reads/SRR1946317_2_trim.fastq.gz 
SRR1946318_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946318_fastp.html -j fastp_output/SRR1946318_pe_fastp.json -i SRR1946318_1.fastq.gz -I SRR1946318_2.fastq.gz -o trimmed_reads/SRR1946318_1_trim.fastq.gz -O trimmed_reads/SRR1946318_2_trim.fastq.gz 
SRR1946319_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946319_fastp.html -j fastp_output/SRR1946319_pe_fastp.json -i SRR1946319_1.fastq.gz -I SRR1946319_2.fastq.gz -o trimmed_reads/SRR1946319_1_trim.fastq.gz -O trimmed_reads/SRR1946319_2_trim.fastq.gz 
SRR1946320_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946320_fastp.html -j fastp_output/SRR1946320_pe_fastp.json -i SRR1946320_1.fastq.gz -I SRR1946320_2.fastq.gz -o trimmed_reads/SRR1946320_1_trim.fastq.gz -O trimmed_reads/SRR1946320_2_trim.fastq.gz 
SRR1946321_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946321_fastp.html -j fastp_output/SRR1946321_pe_fastp.json -i SRR1946321_1.fastq.gz -I SRR1946321_2.fastq.gz -o trimmed_reads/SRR1946321_1_trim.fastq.gz -O trimmed_reads/SRR1946321_2_trim.fastq.gz 
SRR1946322_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946322_fastp.html -j fastp_output/SRR1946322_pe_fastp.json -i SRR1946322_1.fastq.gz -I SRR1946322_2.fastq.gz -o trimmed_reads/SRR1946322_1_trim.fastq.gz -O trimmed_reads/SRR1946322_2_trim.fastq.gz 
SRR1946323_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946323_fastp.html -j fastp_output/SRR1946323_pe_fastp.json -i SRR1946323_1.fastq.gz -I SRR1946323_2.fastq.gz -o trimmed_reads/SRR1946323_1_trim.fastq.gz -O trimmed_reads/SRR1946323_2_trim.fastq.gz 
SRR1946324_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946324_fastp.html -j fastp_output/SRR1946324_pe_fastp.json -i SRR1946324_1.fastq.gz -I SRR1946324_2.fastq.gz -o trimmed_reads/SRR1946324_1_trim.fastq.gz -O trimmed_reads/SRR1946324_2_trim.fastq.gz 
SRR1946325_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946325_fastp.html -j fastp_output/SRR1946325_pe_fastp.json -i SRR1946325_1.fastq.gz -I SRR1946325_2.fastq.gz -o trimmed_reads/SRR1946325_1_trim.fastq.gz -O trimmed_reads/SRR1946325_2_trim.fastq.gz 
SRR1946326_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946326_fastp.html -j fastp_output/SRR1946326_pe_fastp.json -i SRR1946326_1.fastq.gz -I SRR1946326_2.fastq.gz -o trimmed_reads/SRR1946326_1_trim.fastq.gz -O trimmed_reads/SRR1946326_2_trim.fastq.gz 
SRR1946327_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946327_fastp.html -j fastp_output/SRR1946327_pe_fastp.json -i SRR1946327_1.fastq.gz -I SRR1946327_2.fastq.gz -o trimmed_reads/SRR1946327_1_trim.fastq.gz -O trimmed_reads/SRR1946327_2_trim.fastq.gz 
SRR1946328_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946328_fastp.html -j fastp_output/SRR1946328_pe_fastp.json -i SRR1946328_1.fastq.gz -I SRR1946328_2.fastq.gz -o trimmed_reads/SRR1946328_1_trim.fastq.gz -O trimmed_reads/SRR1946328_2_trim.fastq.gz 
SRR1946329_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946329_fastp.html -j fastp_output/SRR1946329_pe_fastp.json -i SRR1946329_1.fastq.gz -I SRR1946329_2.fastq.gz -o trimmed_reads/SRR1946329_1_trim.fastq.gz -O trimmed_reads/SRR1946329_2_trim.fastq.gz 
SRR1946330_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946330_fastp.html -j fastp_output/SRR1946330_pe_fastp.json -i SRR1946330_1.fastq.gz -I SRR1946330_2.fastq.gz -o trimmed_reads/SRR1946330_1_trim.fastq.gz -O trimmed_reads/SRR1946330_2_trim.fastq.gz 
SRR1946331_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946331_fastp.html -j fastp_output/SRR1946331_pe_fastp.json -i SRR1946331_1.fastq.gz -I SRR1946331_2.fastq.gz -o trimmed_reads/SRR1946331_1_trim.fastq.gz -O trimmed_reads/SRR1946331_2_trim.fastq.gz 
SRR1946332_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946332_fastp.html -j fastp_output/SRR1946332_pe_fastp.json -i SRR1946332_1.fastq.gz -I SRR1946332_2.fastq.gz -o trimmed_reads/SRR1946332_1_trim.fastq.gz -O trimmed_reads/SRR1946332_2_trim.fastq.gz 
SRR1946333_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946333_fastp.html -j fastp_output/SRR1946333_pe_fastp.json -i SRR1946333_1.fastq.gz -I SRR1946333_2.fastq.gz -o trimmed_reads/SRR1946333_1_trim.fastq.gz -O trimmed_reads/SRR1946333_2_trim.fastq.gz 
SRR1946334_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946334_fastp.html -j fastp_output/SRR1946334_pe_fastp.json -i SRR1946334_1.fastq.gz -I SRR1946334_2.fastq.gz -o trimmed_reads/SRR1946334_1_trim.fastq.gz -O trimmed_reads/SRR1946334_2_trim.fastq.gz 
SRR1946335_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946335_fastp.html -j fastp_output/SRR1946335_pe_fastp.json -i SRR1946335_1.fastq.gz -I SRR1946335_2.fastq.gz -o trimmed_reads/SRR1946335_1_trim.fastq.gz -O trimmed_reads/SRR1946335_2_trim.fastq.gz 
SRR1946336_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946336_fastp.html -j fastp_output/SRR1946336_pe_fastp.json -i SRR1946336_1.fastq.gz -I SRR1946336_2.fastq.gz -o trimmed_reads/SRR1946336_1_trim.fastq.gz -O trimmed_reads/SRR1946336_2_trim.fastq.gz 
SRR1946337_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946337_fastp.html -j fastp_output/SRR1946337_pe_fastp.json -i SRR1946337_1.fastq.gz -I SRR1946337_2.fastq.gz -o trimmed_reads/SRR1946337_1_trim.fastq.gz -O trimmed_reads/SRR1946337_2_trim.fastq.gz 
SRR1946338_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946338_fastp.html -j fastp_output/SRR1946338_pe_fastp.json -i SRR1946338_1.fastq.gz -I SRR1946338_2.fastq.gz -o trimmed_reads/SRR1946338_1_trim.fastq.gz -O trimmed_reads/SRR1946338_2_trim.fastq.gz 
SRR1946339_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946339_fastp.html -j fastp_output/SRR1946339_pe_fastp.json -i SRR1946339_1.fastq.gz -I SRR1946339_2.fastq.gz -o trimmed_reads/SRR1946339_1_trim.fastq.gz -O trimmed_reads/SRR1946339_2_trim.fastq.gz 
SRR1946340_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946340_fastp.html -j fastp_output/SRR1946340_pe_fastp.json -i SRR1946340_1.fastq.gz -I SRR1946340_2.fastq.gz -o trimmed_reads/SRR1946340_1_trim.fastq.gz -O trimmed_reads/SRR1946340_2_trim.fastq.gz 
SRR1946341_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946341_fastp.html -j fastp_output/SRR1946341_pe_fastp.json -i SRR1946341_1.fastq.gz -I SRR1946341_2.fastq.gz -o trimmed_reads/SRR1946341_1_trim.fastq.gz -O trimmed_reads/SRR1946341_2_trim.fastq.gz 
SRR1946342_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946342_fastp.html -j fastp_output/SRR1946342_pe_fastp.json -i SRR1946342_1.fastq.gz -I SRR1946342_2.fastq.gz -o trimmed_reads/SRR1946342_1_trim.fastq.gz -O trimmed_reads/SRR1946342_2_trim.fastq.gz 
SRR1946343_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946343_fastp.html -j fastp_output/SRR1946343_pe_fastp.json -i SRR1946343_1.fastq.gz -I SRR1946343_2.fastq.gz -o trimmed_reads/SRR1946343_1_trim.fastq.gz -O trimmed_reads/SRR1946343_2_trim.fastq.gz 
SRR1946344_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946344_fastp.html -j fastp_output/SRR1946344_pe_fastp.json -i SRR1946344_1.fastq.gz -I SRR1946344_2.fastq.gz -o trimmed_reads/SRR1946344_1_trim.fastq.gz -O trimmed_reads/SRR1946344_2_trim.fastq.gz 
SRR1946345_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946345_fastp.html -j fastp_output/SRR1946345_pe_fastp.json -i SRR1946345_1.fastq.gz -I SRR1946345_2.fastq.gz -o trimmed_reads/SRR1946345_1_trim.fastq.gz -O trimmed_reads/SRR1946345_2_trim.fastq.gz 
SRR1946346_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946346_fastp.html -j fastp_output/SRR1946346_pe_fastp.json -i SRR1946346_1.fastq.gz -I SRR1946346_2.fastq.gz -o trimmed_reads/SRR1946346_1_trim.fastq.gz -O trimmed_reads/SRR1946346_2_trim.fastq.gz 
SRR1946347_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946347_fastp.html -j fastp_output/SRR1946347_pe_fastp.json -i SRR1946347_1.fastq.gz -I SRR1946347_2.fastq.gz -o trimmed_reads/SRR1946347_1_trim.fastq.gz -O trimmed_reads/SRR1946347_2_trim.fastq.gz 
SRR1946348_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946348_fastp.html -j fastp_output/SRR1946348_pe_fastp.json -i SRR1946348_1.fastq.gz -I SRR1946348_2.fastq.gz -o trimmed_reads/SRR1946348_1_trim.fastq.gz -O trimmed_reads/SRR1946348_2_trim.fastq.gz 
SRR1946349_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946349_fastp.html -j fastp_output/SRR1946349_pe_fastp.json -i SRR1946349_1.fastq.gz -I SRR1946349_2.fastq.gz -o trimmed_reads/SRR1946349_1_trim.fastq.gz -O trimmed_reads/SRR1946349_2_trim.fastq.gz 
SRR1946350_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946350_fastp.html -j fastp_output/SRR1946350_pe_fastp.json -i SRR1946350_1.fastq.gz -I SRR1946350_2.fastq.gz -o trimmed_reads/SRR1946350_1_trim.fastq.gz -O trimmed_reads/SRR1946350_2_trim.fastq.gz 
SRR1946351_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946351_fastp.html -j fastp_output/SRR1946351_pe_fastp.json -i SRR1946351_1.fastq.gz -I SRR1946351_2.fastq.gz -o trimmed_reads/SRR1946351_1_trim.fastq.gz -O trimmed_reads/SRR1946351_2_trim.fastq.gz 
SRR1946352_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946352_fastp.html -j fastp_output/SRR1946352_pe_fastp.json -i SRR1946352_1.fastq.gz -I SRR1946352_2.fastq.gz -o trimmed_reads/SRR1946352_1_trim.fastq.gz -O trimmed_reads/SRR1946352_2_trim.fastq.gz 
SRR1946353_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946353_fastp.html -j fastp_output/SRR1946353_pe_fastp.json -i SRR1946353_1.fastq.gz -I SRR1946353_2.fastq.gz -o trimmed_reads/SRR1946353_1_trim.fastq.gz -O trimmed_reads/SRR1946353_2_trim.fastq.gz 
SRR1946354_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946354_fastp.html -j fastp_output/SRR1946354_pe_fastp.json -i SRR1946354_1.fastq.gz -I SRR1946354_2.fastq.gz -o trimmed_reads/SRR1946354_1_trim.fastq.gz -O trimmed_reads/SRR1946354_2_trim.fastq.gz 
SRR1946355_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946355_fastp.html -j fastp_output/SRR1946355_pe_fastp.json -i SRR1946355_1.fastq.gz -I SRR1946355_2.fastq.gz -o trimmed_reads/SRR1946355_1_trim.fastq.gz -O trimmed_reads/SRR1946355_2_trim.fastq.gz 
SRR1946356_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946356_fastp.html -j fastp_output/SRR1946356_pe_fastp.json -i SRR1946356_1.fastq.gz -I SRR1946356_2.fastq.gz -o trimmed_reads/SRR1946356_1_trim.fastq.gz -O trimmed_reads/SRR1946356_2_trim.fastq.gz 
SRR1946357_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946357_fastp.html -j fastp_output/SRR1946357_pe_fastp.json -i SRR1946357_1.fastq.gz -I SRR1946357_2.fastq.gz -o trimmed_reads/SRR1946357_1_trim.fastq.gz -O trimmed_reads/SRR1946357_2_trim.fastq.gz 
SRR1946358_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946358_fastp.html -j fastp_output/SRR1946358_pe_fastp.json -i SRR1946358_1.fastq.gz -I SRR1946358_2.fastq.gz -o trimmed_reads/SRR1946358_1_trim.fastq.gz -O trimmed_reads/SRR1946358_2_trim.fastq.gz 
SRR1946359_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946359_fastp.html -j fastp_output/SRR1946359_pe_fastp.json -i SRR1946359_1.fastq.gz -I SRR1946359_2.fastq.gz -o trimmed_reads/SRR1946359_1_trim.fastq.gz -O trimmed_reads/SRR1946359_2_trim.fastq.gz 
SRR1946360_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946360_fastp.html -j fastp_output/SRR1946360_pe_fastp.json -i SRR1946360_1.fastq.gz -I SRR1946360_2.fastq.gz -o trimmed_reads/SRR1946360_1_trim.fastq.gz -O trimmed_reads/SRR1946360_2_trim.fastq.gz 
SRR1946361_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946361_fastp.html -j fastp_output/SRR1946361_pe_fastp.json -i SRR1946361_1.fastq.gz -I SRR1946361_2.fastq.gz -o trimmed_reads/SRR1946361_1_trim.fastq.gz -O trimmed_reads/SRR1946361_2_trim.fastq.gz 
SRR1946362_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946362_fastp.html -j fastp_output/SRR1946362_pe_fastp.json -i SRR1946362_1.fastq.gz -I SRR1946362_2.fastq.gz -o trimmed_reads/SRR1946362_1_trim.fastq.gz -O trimmed_reads/SRR1946362_2_trim.fastq.gz 
SRR1946363_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946363_fastp.html -j fastp_output/SRR1946363_pe_fastp.json -i SRR1946363_1.fastq.gz -I SRR1946363_2.fastq.gz -o trimmed_reads/SRR1946363_1_trim.fastq.gz -O trimmed_reads/SRR1946363_2_trim.fastq.gz 
SRR1946364_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946364_fastp.html -j fastp_output/SRR1946364_pe_fastp.json -i SRR1946364_1.fastq.gz -I SRR1946364_2.fastq.gz -o trimmed_reads/SRR1946364_1_trim.fastq.gz -O trimmed_reads/SRR1946364_2_trim.fastq.gz 
SRR1946365_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946365_fastp.html -j fastp_output/SRR1946365_pe_fastp.json -i SRR1946365_1.fastq.gz -I SRR1946365_2.fastq.gz -o trimmed_reads/SRR1946365_1_trim.fastq.gz -O trimmed_reads/SRR1946365_2_trim.fastq.gz 
SRR1946366_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946366_fastp.html -j fastp_output/SRR1946366_pe_fastp.json -i SRR1946366_1.fastq.gz -I SRR1946366_2.fastq.gz -o trimmed_reads/SRR1946366_1_trim.fastq.gz -O trimmed_reads/SRR1946366_2_trim.fastq.gz 
SRR1946367_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946367_fastp.html -j fastp_output/SRR1946367_pe_fastp.json -i SRR1946367_1.fastq.gz -I SRR1946367_2.fastq.gz -o trimmed_reads/SRR1946367_1_trim.fastq.gz -O trimmed_reads/SRR1946367_2_trim.fastq.gz 
SRR1946368_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946368_fastp.html -j fastp_output/SRR1946368_pe_fastp.json -i SRR1946368_1.fastq.gz -I SRR1946368_2.fastq.gz -o trimmed_reads/SRR1946368_1_trim.fastq.gz -O trimmed_reads/SRR1946368_2_trim.fastq.gz 
SRR1946369_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946369_fastp.html -j fastp_output/SRR1946369_pe_fastp.json -i SRR1946369_1.fastq.gz -I SRR1946369_2.fastq.gz -o trimmed_reads/SRR1946369_1_trim.fastq.gz -O trimmed_reads/SRR1946369_2_trim.fastq.gz 
SRR1946370_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946370_fastp.html -j fastp_output/SRR1946370_pe_fastp.json -i SRR1946370_1.fastq.gz -I SRR1946370_2.fastq.gz -o trimmed_reads/SRR1946370_1_trim.fastq.gz -O trimmed_reads/SRR1946370_2_trim.fastq.gz 
SRR1946371_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946371_fastp.html -j fastp_output/SRR1946371_pe_fastp.json -i SRR1946371_1.fastq.gz -I SRR1946371_2.fastq.gz -o trimmed_reads/SRR1946371_1_trim.fastq.gz -O trimmed_reads/SRR1946371_2_trim.fastq.gz 
SRR1946372_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946372_fastp.html -j fastp_output/SRR1946372_pe_fastp.json -i SRR1946372_1.fastq.gz -I SRR1946372_2.fastq.gz -o trimmed_reads/SRR1946372_1_trim.fastq.gz -O trimmed_reads/SRR1946372_2_trim.fastq.gz 
SRR1946373_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946373_fastp.html -j fastp_output/SRR1946373_pe_fastp.json -i SRR1946373_1.fastq.gz -I SRR1946373_2.fastq.gz -o trimmed_reads/SRR1946373_1_trim.fastq.gz -O trimmed_reads/SRR1946373_2_trim.fastq.gz 
SRR1946374_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946374_fastp.html -j fastp_output/SRR1946374_pe_fastp.json -i SRR1946374_1.fastq.gz -I SRR1946374_2.fastq.gz -o trimmed_reads/SRR1946374_1_trim.fastq.gz -O trimmed_reads/SRR1946374_2_trim.fastq.gz 
SRR1946375_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946375_fastp.html -j fastp_output/SRR1946375_pe_fastp.json -i SRR1946375_1.fastq.gz -I SRR1946375_2.fastq.gz -o trimmed_reads/SRR1946375_1_trim.fastq.gz -O trimmed_reads/SRR1946375_2_trim.fastq.gz 
SRR1946376_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946376_fastp.html -j fastp_output/SRR1946376_pe_fastp.json -i SRR1946376_1.fastq.gz -I SRR1946376_2.fastq.gz -o trimmed_reads/SRR1946376_1_trim.fastq.gz -O trimmed_reads/SRR1946376_2_trim.fastq.gz 
SRR1946377_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946377_fastp.html -j fastp_output/SRR1946377_pe_fastp.json -i SRR1946377_1.fastq.gz -I SRR1946377_2.fastq.gz -o trimmed_reads/SRR1946377_1_trim.fastq.gz -O trimmed_reads/SRR1946377_2_trim.fastq.gz 
SRR1946378_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946378_fastp.html -j fastp_output/SRR1946378_pe_fastp.json -i SRR1946378_1.fastq.gz -I SRR1946378_2.fastq.gz -o trimmed_reads/SRR1946378_1_trim.fastq.gz -O trimmed_reads/SRR1946378_2_trim.fastq.gz 
